Año,Departamento,Municipio,Producto,Área Cosechada,Área Sembrada,Producción,Rendimiento,Ciclo
2021,ANTIOQUIA,URRAO,AGUACATE HASS,"4.196,00","4.626,00","57.904,80","13,80",PERMANENTE
2022,ANTIOQUIA,URRAO,AGUACATE HASS,"4.244,40","5.067,00","58.148,30","13,70",PERMANENTE
2024,ANTIOQUIA,VALPARAISO,AGUACATE HASS,"174,90","243,00","2.098,80","12,00",PERMANENTE
2023,ANTIOQUIA,VALPARAISO,AGUACATE HASS,"73,00","195,00","876,00","12,00",PERMANENTE
2022,ANTIOQUIA,VALPARAISO,AGUACATE HASS,"0,00","190,00","0,00","0,00",PERMANENTE
2021,ANTIOQUIA,VALPARAISO,AGUACATE HASS,"0,00","93,00","0,00","0,00",PERMANENTE
2020,ANTIOQUIA,YARUMAL,AGUACATE HASS,"22,00","30,00","330,00","15,00",PERMANENTE
2023,ANTIOQUIA,YARUMAL,AGUACATE HASS,"40,70","240,70","691,90","17,00",PERMANENTE
2024,ANTIOQUIA,YARUMAL,AGUACATE HASS,"40,70","282,70","691,90","17,00",PERMANENTE
2021,ANTIOQUIA,YARUMAL,AGUACATE HASS,"7,70","247,70","115,50","15,00",PERMANENTE
2022,ANTIOQUIA,YARUMAL,AGUACATE HASS,"40,70","240,70","691,90","17,00",PERMANENTE
